Player name,Appearances,Goals Overview,Wins,Losses,Clean sheets,Goals Conceded,Tackles,Tackle success,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork
Jonjoe Kenny,50,0,17,27,7,71,83,70%,0,4,67,135,68,0,196,180,157,15,71,54,0,0,3,"1,448",28.96,3,96,28%,1,88,4,1,37,2,0,0,0,0,2
Maximilian Kilman,67,1,25,27,19,62,89,54%,0,5,82,215,124,0,317,271,170,31,132,85,0,1,1,"3,256",48.6,1,2,2%,0,144,7,0,44,0,1,1,0,0,3
Alex Kirk,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,51,0,18,24,7,87,68,60%,2,10,65,121,54,2,256,218,203,9,119,93,1,1,0,"2,175",42.65,0,6,6%,2,110,7,0,56,0,0,0,0,0,1
Sead Kolasinac,80,2,41,23,17,91,112,66%,0,11,76,112,69,0,367,284,266,41,97,80,0,1,11,"3,215",40.19,18,123,20%,3,67,13,0,76,16,2,0,0,2,1
Ibrahima Konaté,13,0,8,1,4,12,19,63%,0,0,19,46,24,0,77,66,38,2,41,20,0,1,0,835,64.23,0,0,0%,2,25,2,0,12,0,0,0,0,0,0
Terence Kongolo,46,1,6,32,5,80,110,62%,1,1,99,163,70,1,174,246,122,17,85,51,1,1,1,"1,504",32.7,1,39,18%,1,82,4,0,26,2,1,1,0,0,0
Ezri Konsa,105,5,37,48,27,147,87,49%,0,9,81,353,159,0,423,477,259,20,230,162,0,2,2,"3,719",35.42,2,20,40%,1,171,12,2,59,3,5,2,3,0,1
Kalidou Koulibaly,9,1,4,3,2,9,18,67%,1,1,12,28,11,0,50,41,27,3,17,11,0,0,0,608,67.56,0,3,3%,0,36,2,1,11,0,1,0,1,0,0
Billy Koumetio,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,54,1,20,20,9,70,74,49%,1,5,48,135,67,0,198,164,142,9,56,57,0,1,2,"1,375",25.46,3,59,12%,0,41,9,0,38,1,1,1,0,0,0
Rasmus Kristensen,12,0,4,5,1,18,35,51%,2,1,21,29,9,1,58,62,41,4,19,13,0,0,1,487,40.58,2,26,23%,0,13,4,0,15,1,0,0,0,0,0
Layvin Kurzawa,1,0,0,1,0,3,2,50%,0,0,1,1,1,0,2,2,1,0,0,0,0,0,0,7,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ethan Laird,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,61,1,17,22,5,45,64,69%,0,9,59,46,22,0,204,248,237,63,16,49,0,0,4,"1,248",20.46,10,165,21%,3,13,9,1,65,4,1,0,1,0,0
Aymeric Laporte,112,8,91,11,48,69,111,50%,3,15,102,246,148,0,601,408,243,17,232,136,0,1,3,"9,396",83.89,2,16,19%,6,469,11,1,63,6,8,6,1,1,1
Richie Laryea,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jamaal Lascelles,156,9,45,70,33,199,119,53%,6,11,157,850,479,6,693,668,374,18,477,224,2,4,1,"4,958",31.78,2,8,8%,2,309,26,1,103,3,9,9,0,0,2
Marcel Lavinier,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nico Lawrence,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dexter Lembikisa,1,0,0,1,0,1,0,0%,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,11,11,0,1,1%,0,0,0,0,0,0,0,0,0,0,0
Clément Lenglet,8,0,5,3,0,14,10,50%,0,3,4,12,7,0,28,29,16,1,14,7,0,0,1,428,53.5,1,3,33%,0,19,0,0,5,0,0,0,0,0,0
Rico Lewis,3,0,3,0,0,0,2,50%,0,0,1,1,1,0,4,2,1,0,0,0,0,0,0,38,12.67,0,0,0%,0,1,0,0,0,0,0,0,0,0,0
Victor Lindelöf,144,3,70,34,38,172,129,60%,1,6,122,511,252,0,780,503,323,21,311,188,2,2,4,"7,802",54.18,7,5,5%,8,304,12,0,96,3,3,1,1,1,0
Tino Livramento,28,1,7,10,6,42,54,52%,0,3,47,47,23,0,176,144,99,30,24,25,0,0,1,906,32.36,4,62,19%,2,27,2,0,12,1,1,1,0,0,2
Diego Llorente,50,4,18,18,10,68,100,62%,0,5,75,135,67,1,331,248,187,16,101,94,0,2,0,"2,492",49.84,1,5,5%,2,149,9,0,44,0,4,1,1,2,1
Emmanuel Longelo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lyanco,22,0,7,10,1,22,23,74%,0,4,16,58,22,0,97,61,51,6,23,19,0,2,0,502,22.82,0,4,4%,0,25,4,0,16,0,0,0,0,0,0
Brooklyn Lyons-Foster,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Maguire,207,11,87,73,52,275,255,66%,5,37,326,873,547,1,"1,220","1,234",611,119,708,277,1,3,8,"11,199",54.1,9,39,15%,6,924,46,2,179,19,11,7,4,0,7
Tyrell Malacia,9,0,5,4,2,7,15,73%,0,1,8,13,3,0,27,26,29,2,4,1,0,0,0,214,23.78,0,5,40%,0,5,2,0,13,0,0,0,0,0,0
Javier Manquillo,123,2,35,58,21,149,228,67%,0,4,118,258,109,0,399,479,377,58,116,107,0,0,7,"2,780",22.6,5,197,15%,1,92,20,0,87,12,2,0,2,0,0
Marc Jurado,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marçal,31,0,15,13,7,23,55,49%,0,5,40,58,35,0,124,118,108,14,37,26,0,0,0,991,31.97,1,73,15%,0,39,5,0,41,1,0,0,0,0,1
Pablo Marí,14,0,7,5,5,12,22,59%,0,1,13,48,27,0,55,64,45,3,36,28,0,0,0,821,58.64,1,0,0%,0,30,3,0,11,0,0,0,0,0,0
Arthur Masuaku,105,1,38,41,17,127,247,61%,0,7,119,170,85,0,564,624,530,215,97,90,0,1,9,"3,328",31.7,10,256,17%,4,146,15,1,90,3,1,0,0,1,0
Joël Matip,130,8,86,11,49,102,200,71%,1,20,180,489,277,2,667,653,316,31,366,161,0,2,5,"8,315",63.96,9,7,7%,10,392,13,0,75,1,8,5,3,0,6
Konstantinos Mavropanos,7,0,3,4,1,4,2,50%,0,0,13,16,10,0,19,13,14,3,6,10,0,0,0,240,34.29,1,0,0%,0,19,1,1,4,0,0,0,0,0,0
Alfie Mawson,80,6,21,42,17,127,72,72%,1,7,84,455,259,1,421,382,230,42,238,147,2,2,1,"3,439",42.99,2,6,17%,2,398,6,0,35,1,6,3,3,0,2
Kevin Mbabu,9,0,2,5,0,12,14,79%,0,0,6,4,1,0,15,26,27,5,5,8,0,0,1,105,11.67,1,9,33%,0,5,1,0,7,1,0,0,0,0,0
Loïc Mbe Soh,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Mbete,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Xavier Mbuyamba,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Connor McAvoy,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Scott McKenna,14,0,2,8,3,30,11,55%,0,0,10,66,31,0,53,43,27,5,24,15,0,1,0,579,41.36,1,2,50%,0,29,4,0,7,0,0,0,0,0,0
Ben Mee,231,11,66,101,66,318,312,57%,7,17,349,"1,367",804,12,"1,285","1,325",820,44,837,533,5,6,5,"8,620",37.32,12,76,16%,1,877,43,0,147,9,11,9,1,1,7
Teden Mengi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Chris Mepham,39,1,8,22,6,67,47,45%,1,2,42,203,106,0,149,157,111,6,89,61,1,2,1,"1,479",37.92,1,4,25%,0,63,7,0,30,1,1,0,1,0,0
Matt Miazga,2,0,1,1,1,1,3,100%,0,0,2,9,4,0,5,11,10,0,7,8,0,1,0,90,45,0,0,0%,0,3,1,0,1,1,0,0,0,0,0
Yerry Mina,80,5,35,26,14,83,87,61%,1,9,72,296,179,1,313,379,227,7,248,147,1,3,1,"3,494",43.68,2,7,14%,1,223,12,0,61,4,5,4,1,0,0
Tyrone Mings,135,5,46,64,34,188,92,60%,2,11,154,633,299,10,732,471,291,34,282,159,4,5,7,"5,815",43.07,4,20,30%,3,424,26,1,88,7,5,1,1,3,0
Tyrick Mitchell,73,1,22,29,15,93,191,55%,2,5,72,150,52,0,405,307,224,33,50,65,0,0,5,"2,647",36.26,4,110,30%,1,114,5,0,33,2,1,0,0,0,0
Zane Monlouis,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Yerson Mosquera,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Marqes Muir,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sam Murray,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Vitaliy Mykolenko,28,1,7,14,7,33,48,54%,0,2,39,63,33,1,134,91,94,7,21,33,0,0,0,854,30.5,0,70,26%,2,31,2,0,26,0,1,0,0,1,0
Nélson Semedo,72,1,23,33,14,76,169,63%,1,12,67,140,73,0,378,402,347,105,62,81,1,1,3,"2,737",38.01,1,122,21%,4,83,9,1,75,6,1,0,1,0,0
Moussa Niakhaté,2,0,1,1,0,2,1,1%,0,0,1,18,6,0,7,12,16,0,11,6,0,0,0,50,25,0,0,0%,0,4,0,0,3,0,0,0,0,0,0
Niels Nkounkou,2,0,0,2,0,1,4,75%,0,0,0,4,2,0,3,6,9,2,0,0,0,0,0,28,14,0,4,25%,0,1,1,0,1,0,0,0,0,0,0
James Norris,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nuno Tavares,22,1,13,9,3,19,21,67%,0,4,9,30,20,0,68,75,84,18,24,22,0,1,1,586,26.64,1,40,23%,0,13,2,0,23,1,1,0,1,0,0
Jake O'Brien,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Odeluga Offiah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Angelo Ogbonna,176,8,67,62,39,249,203,66%,1,14,248,820,446,0,746,759,478,31,458,281,1,2,1,"6,035",34.29,4,12,50%,3,407,22,0,119,1,8,6,0,1,2
Mazeed Ogungbo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tobi Omole,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Oyegoke,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sam Packham,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jonathan Panzo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Stefan Parkes,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Maksim Paskotsi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nathan Patterson,10,0,1,4,2,10,34,41%,0,4,10,22,13,0,51,51,31,6,6,8,0,0,0,275,27.5,1,17,6%,1,9,1,0,5,1,0,0,0,0,0
Romain Perraud,33,2,6,17,3,50,59,61%,0,17,31,50,14,1,114,116,130,13,20,35,0,0,3,837,25.36,5,106,11%,2,16,4,0,41,3,2,0,1,1,2
Nathaniel Phillips,19,1,13,3,7,12,24,63%,0,3,22,82,44,2,97,134,84,2,100,50,0,0,1,"1,199",63.11,1,1,1%,0,53,2,0,21,0,1,1,0,0,0
Ethan Pinnock,39,1,12,18,9,56,55,69%,1,4,51,204,131,0,168,251,119,10,170,85,1,1,1,"1,672",42.87,2,22,18%,0,80,1,0,11,1,1,0,0,1,0
Jarell Quansah,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Quick,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luka Racic,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Calvin Ramsay,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tim Ream,61,0,14,34,8,114,69,52%,3,0,92,266,93,3,285,193,161,12,98,91,0,1,1,"2,746",45.02,1,7,14%,0,147,3,0,25,1,0,0,0,0,0
Sergio Reguilón,52,2,28,14,13,56,87,56%,0,14,63,80,42,0,233,231,233,41,60,59,1,1,6,"1,971",37.9,9,146,27%,1,60,9,0,48,2,2,0,0,2,0
Renan Lodi,7,0,2,5,0,19,10,60%,0,2,10,10,6,1,34,31,22,5,3,2,0,0,0,182,26,0,19,5%,0,9,1,0,7,0,0,0,0,0,0
Dominic Revan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ricardo Pereira,92,6,41,35,23,111,305,58%,3,20,141,228,118,1,504,700,596,153,134,150,0,0,12,"4,106",44.63,18,193,16%,8,123,14,0,110,2,6,1,3,2,2
Haydon Roberts,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Andrew Robertson,230,8,131,49,70,228,356,64%,4,29,237,412,176,5,"1,325",736,685,154,154,144,0,2,53,"13,416",58.33,62,"1,199",20%,13,476,27,1,127,23,8,4,0,4,3
Antonee Robinson,41,0,8,18,7,45,67,60%,0,4,48,87,59,0,220,192,138,59,50,29,0,0,0,"1,525",37.2,4,142,26%,0,54,8,1,29,2,0,0,0,0,0
Joe Rodon,15,0,8,4,2,15,14,64%,1,0,21,42,21,0,39,46,18,0,24,15,0,1,0,464,30.93,0,0,0%,0,18,0,0,2,1,0,0,0,0,0
Mads Roerslev,28,1,11,11,3,33,29,52%,0,1,18,36,16,0,70,56,86,4,14,26,0,0,1,417,14.89,3,46,26%,1,14,1,0,19,2,1,0,0,1,0
Cristian Romero,30,1,16,10,6,34,81,62%,1,2,44,94,53,0,193,172,109,14,60,38,0,2,0,"1,752",58.4,0,0,0%,3,88,9,0,36,2,1,0,1,0,0
Zeno Rossi,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Rúben Dias,73,3,55,8,31,47,56,63%,0,9,70,179,92,0,284,237,176,11,139,88,1,0,4,"5,874",80.47,4,5,40%,2,231,9,0,58,3,3,2,0,1,0
Rúben Vinagre,37,0,14,12,2,22,46,63%,0,2,27,33,16,0,115,118,126,36,17,31,0,0,0,626,16.92,3,88,20%,1,16,2,0,21,1,0,0,0,0,0
Antonio Rüdiger,133,9,74,28,53,118,172,62%,0,30,118,390,209,2,824,550,413,24,297,194,2,2,1,"9,758",73.37,6,36,19%,21,599,23,0,124,4,9,6,2,1,2
Romain Saïss,110,9,43,42,30,121,169,68%,0,9,191,439,243,3,566,574,418,28,324,206,0,2,1,"5,574",50.67,5,44,16%,2,410,25,1,129,6,9,5,2,2,4
William Saliba,14,2,12,1,6,11,22,55%,0,0,9,38,20,0,120,48,28,4,19,13,1,0,1,939,67.07,1,1,100%,0,36,4,0,10,0,2,1,0,1,0
Mohammed Salisu,60,0,14,28,7,101,156,57%,1,6,110,250,120,2,385,348,228,29,151,96,2,2,1,"2,797",46.62,2,25,20%,1,147,13,1,66,2,0,0,0,0,0
Ishé Samuels-Smith,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dion Sanderson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Philippe Sandler,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Malang Sarr,8,0,5,2,2,7,14,50%,1,0,11,19,11,0,36,28,22,0,13,7,0,0,0,467,58.38,1,4,25%,2,14,2,0,8,0,0,0,0,0,0
Charlie Sayers,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oliver Scarles,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Fabian Schär,103,10,42,39,24,121,144,56%,0,20,193,416,201,5,534,458,416,44,194,186,0,3,3,"4,013",38.96,5,49,10%,8,477,29,1,111,9,10,2,6,2,0
Marcos Senesi,12,0,2,7,2,25,22,59%,0,0,16,52,26,0,48,34,23,1,7,9,0,0,0,431,35.92,1,3,33%,0,35,1,0,7,0,0,0,0,0,0
Steven Sessegnon,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Shaw,218,2,96,53,59,209,356,71%,3,34,208,531,258,0,"1,011","1,060",868,202,329,252,1,2,16,"9,662",44.32,29,746,25%,12,245,48,1,226,13,2,0,0,2,2
Joe Sheridan,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dynel Simeu,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Thierry Small,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lino Sousa,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Çaglar Söyüncü,92,3,41,29,22,112,141,64%,2,3,110,367,190,1,472,493,305,27,280,155,0,3,1,"5,887",63.99,2,21,33%,2,252,12,1,81,2,3,2,0,1,0
Djed Spence,3,0,2,1,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1.67,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Stacey,25,0,6,13,1,32,25,60%,0,0,20,61,39,0,93,80,69,17,28,20,0,0,2,639,25.56,4,41,12%,1,30,3,0,12,2,0,0,0,0,0
Jack Stephens,125,4,32,55,27,191,176,62%,4,5,181,494,256,1,675,476,408,41,214,213,0,1,4,"5,241",41.93,4,22,9%,5,317,20,2,71,3,4,2,1,1,1
Finley Stevens,1,0,0,1,0,0,3,33%,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,6,6,0,1,1%,0,0,0,0,0,0,0,0,0,0,0
John Stones,207,6,124,44,67,187,213,72%,4,16,223,689,388,4,907,830,376,117,424,210,1,8,2,"12,194",58.91,7,24,21%,2,720,8,1,58,5,6,2,2,2,1
Pascal Struijk,69,3,24,31,9,108,152,65%,0,10,101,166,77,2,355,309,253,15,119,112,0,1,1,"3,100",44.93,2,14,29%,1,129,11,1,67,1,3,2,0,1,0
Zak Swanson,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Sil Swinkels,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Japhet Tanganga,23,0,11,9,7,23,36,58%,0,4,23,72,50,1,79,120,113,20,45,34,0,1,0,746,32.43,1,17,18%,1,18,5,1,38,1,0,0,0,0,0
Matt Targett,152,3,59,60,35,183,290,59%,0,14,234,312,151,2,647,644,489,46,214,164,1,1,9,"5,284",34.76,21,545,25%,13,323,17,0,99,3,3,1,0,2,1
James Tarkowski,209,7,67,90,56,272,348,61%,2,18,283,"1,110",649,10,868,"1,444",721,53,903,387,1,4,5,"7,007",33.53,9,22,23%,3,684,43,0,190,17,7,3,1,2,2
Kenny Tete,31,0,6,15,4,39,77,61%,0,3,39,66,34,0,111,150,102,10,39,29,0,0,4,954,30.77,2,90,30%,0,42,8,0,42,2,0,0,0,0,0
Thiago Silva,67,5,32,19,22,65,71,63%,0,12,96,223,108,7,427,245,128,10,131,71,0,1,2,"5,458",81.46,1,5,20%,1,346,6,1,29,1,5,5,0,0,1
Luke Thomas,43,1,17,20,8,63,79,62%,0,4,65,81,48,1,178,196,204,26,53,69,1,0,2,"1,726",40.14,4,69,23%,3,45,5,0,28,0,1,0,0,1,0
Dominic Thompson,2,0,0,2,0,3,1,1%,0,0,2,3,2,0,5,2,6,0,1,2,0,0,0,37,18.5,0,2,2%,0,1,0,0,1,0,0,0,0,0,0
Kieran Tierney,76,3,43,21,19,66,71,66%,0,13,46,146,65,0,277,194,197,37,39,86,0,0,7,"2,731",35.93,6,255,19%,0,119,6,0,29,1,3,0,1,2,2
Tobias Figueiredo,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Toffolo,8,0,1,4,1,8,8,75%,0,0,6,19,8,0,35,25,21,3,10,8,0,0,0,191,23.88,0,19,26%,0,3,0,0,3,0,0,0,0,0,0
Takehiro Tomiyasu,32,0,22,7,8,24,48,54%,0,3,35,66,35,0,116,128,103,10,54,49,0,0,1,"1,162",36.31,1,35,43%,2,47,3,0,21,0,0,0,0,0,0
James Tomkins,280,13,88,125,60,362,460,70%,17,27,451,"2,092",957,4,"1,051","1,483",844,27,847,488,0,7,7,"8,736",31.2,9,51,33%,4,790,49,2,177,7,13,7,4,2,7
Toti,7,0,3,3,1,11,14,64%,0,1,9,33,16,1,26,44,21,5,20,11,0,0,0,354,50.57,0,1,1%,0,13,2,0,5,1,0,0,0,0,0
Kieran Trippier,128,5,65,36,36,118,269,67%,0,14,173,322,179,4,768,615,444,54,183,142,1,2,21,"6,080",47.5,37,869,29%,18,448,10,0,81,15,5,0,5,0,2
Auston Trusty,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Tsimikas,25,0,14,4,3,11,35,49%,1,5,15,24,9,0,82,68,75,9,14,17,0,0,5,724,28.96,3,164,23%,0,14,4,0,25,0,0,0,0,0,0
Antef Tsoungui,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Axel Tuanzebe,28,0,12,9,2,25,29,59%,0,2,20,39,20,0,87,66,70,1,24,34,1,1,0,782,27.93,0,2,2%,0,33,3,0,18,0,0,0,0,0,0
Ed Turns,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Yan Valery,43,2,13,21,4,62,75,69%,0,2,43,110,43,0,157,208,245,39,76,83,0,3,1,827,19.23,3,75,16%,1,22,4,1,38,5,2,0,1,1,0
Sepp van den Berg,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,210,18,130,37,86,191,213,68%,5,38,329,"1,093",603,3,"1,128","1,292",473,48,939,317,0,4,4,"14,556",69.31,15,3,33%,18,987,13,1,106,5,18,14,1,3,13
Jan Paul van Hecke,1,0,1,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Raphaël Varane,32,1,16,6,9,27,40,55%,0,3,22,116,71,0,114,122,54,2,72,25,0,0,1,"1,472",46,1,1,1%,0,97,1,0,13,1,1,0,1,0,0
Joël Veltman,75,2,20,26,18,79,164,58%,1,9,89,175,78,0,371,393,285,37,107,78,0,0,2,"3,396",45.28,6,112,28%,4,157,10,0,86,0,2,0,1,1,0
Jannik Vestergaard,82,4,28,37,14,119,137,63%,1,8,110,422,241,0,382,472,268,24,276,148,0,1,0,"3,807",46.43,3,7,29%,3,229,10,1,49,1,4,4,0,0,2
Jake Vokins,2,0,0,1,0,3,2,100%,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,71,35.5,0,4,25%,0,3,0,0,2,1,0,0,0,0,0
Kyle Walker,343,8,216,55,120,309,643,75%,4,62,530,861,378,4,"1,832","1,664","1,234",272,498,323,2,6,32,"19,411",56.59,30,823,17%,32,"1,087",47,1,273,24,8,0,7,1,3
