Player name,Appearances,Goals overview,Wins,Losses,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Kamarai Simon-Swyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Xavier Simons,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Moussa Sissoko,295,16,126,116,16,0.05,2,13,1,0,0,244,78,32%,3,23,25,"10,342",35.06,36,494,23%,65,342,44,2,331,26,354,74%,60,216,258,162,"1,624","1,311","1,643",455,319,406,1
Oliver Skipp,39,0,24,9,0,39,0,0,0,0,0,7,2,29%,0,0,0,"1,076",27.59,1,13,23%,4,27,7,0,23,1,44,59%,2,13,15,6,102,94,82,6,24,17,0
William Smallbone,16,0,5,7,0,16,0,0,0,0,0,8,1,13%,1,0,2,312,19.5,0,14,14%,0,15,0,0,7,0,20,60%,2,5,2,1,56,35,45,0,6,24,0
Matt Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,59,12,33,18,12,0.2,0,7,5,0,0,55,30,55%,1,6,6,"1,548",26.24,8,65,12%,5,23,1,0,11,6,30,53%,12,26,22,10,192,129,147,46,11,29,0
Joe Snowdon,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tomás Soucek,101,19,40,39,19,0.19,6,10,2,0,0,146,49,34%,1,7,3,"3,872",38.34,6,28,18%,0,199,11,1,139,6,220,51%,33,160,258,163,540,790,687,28,472,372,0
Boubakary Soumaré,30,0,12,12,0,30,0,0,0,0,0,7,2,29%,0,0,1,910,30.33,0,5,20%,1,28,3,0,27,0,49,69%,0,26,33,18,113,126,97,17,35,19,0
Kamal Sowah,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Spong,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Junior Stanislas,144,26,37,74,26,0.18,1,22,3,5,1,248,88,35%,11,5,14,"3,299",22.91,20,417,18%,34,80,8,0,55,22,123,64%,79,72,76,26,463,333,478,99,63,134,0
Thanawat Suengchitthawon,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Crysencio Summerville,16,4,4,9,4,0.25,0,3,1,0,0,13,5,38%,0,2,0,220,13.75,0,10,10%,0,2,1,0,9,1,17,65%,5,5,2,0,38,43,44,9,2,11,0
Marcus Tavernier,15,2,4,7,2,0.13,0,1,1,0,0,25,9,36%,0,1,4,409,27.27,3,77,23%,2,12,1,0,12,3,25,64%,5,4,14,11,90,92,101,30,12,20,0
Nathan Tella,33,1,7,18,1,0.03,0,1,0,0,0,30,14,47%,0,3,2,297,9,3,19,26%,1,4,4,0,33,8,21,67%,7,9,10,3,86,97,169,21,8,41,0
Thiago,57,2,37,10,2,0.04,0,1,1,0,0,51,11,22%,0,2,4,"3,781",66.33,6,12,17%,12,264,7,0,76,0,132,59%,28,65,28,19,333,315,263,59,73,56,0
Youri Tielemans,135,21,61,48,21,0.16,1,17,3,5,0,211,71,34%,6,4,19,"7,432",55.05,28,311,18%,51,371,14,0,126,1,263,52%,69,106,85,47,814,647,588,116,109,92,0
Lucas Torreira,63,3,28,15,3,0.05,0,3,0,0,0,46,12,26%,1,1,3,"2,493",39.57,3,40,28%,4,94,14,1,62,0,96,57%,10,75,53,22,327,276,212,30,32,47,0
Andros Townsend,264,25,93,119,25,0.09,0,6,19,2,1,388,123,32%,6,14,28,"5,761",21.82,47,"1,167",25%,14,134,17,0,113,24,458,67%,128,230,98,24,"1,148","1,296","1,296",481,28,109,2
Ryan Trevitt,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Trézéguet,56,8,17,29,8,0.14,0,6,2,0,0,86,29,34%,3,8,2,658,11.75,5,93,16%,1,23,2,1,74,10,71,48%,32,44,27,17,144,226,307,48,57,89,0
Harvey Vale,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Donny van de Beek,38,3,17,16,3,0.08,1,1,1,0,0,10,3,30%,1,0,1,576,15.16,2,6,6%,2,9,2,0,15,1,36,58%,4,14,11,3,81,70,76,12,13,14,0
Matthew Vigor,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Nikola Vlasic,31,1,10,12,1,0.03,0,1,0,0,0,12,4,33%,0,0,0,406,13.1,2,23,13%,2,5,0,0,15,4,20,60%,5,11,10,5,69,75,93,22,10,21,0
Jack Wadham,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Wanya Marçal-Madivadua,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Ward-Prowse,320,41,103,131,41,0.13,0,37,4,11,14,354,150,42%,8,16,36,"11,849",37.03,53,"1,768",25%,24,466,38,2,269,5,401,62%,99,289,354,178,"1,538",918,"1,225",81,269,416,1
Lewis Warrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jensen Weir,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Wells-Morrison,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Charlie Whitaker,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Willock,98,13,38,31,13,0.13,2,8,3,0,0,102,36,35%,0,11,3,"1,659",16.93,6,74,20%,5,61,3,0,78,3,153,58%,26,59,38,14,314,363,412,89,51,74,0
Harry Wilson,38,7,9,22,7,0.18,0,0,7,0,2,62,21,34%,1,2,0,671,17.66,4,42,10%,6,47,2,0,15,2,26,58%,27,12,12,6,98,97,102,18,9,23,0
Thomas Wilson-Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Harry Winks,128,2,73,33,2,0.02,1,1,0,0,0,39,8,21%,2,1,3,"5,424",42.38,6,81,22%,19,252,21,0,80,2,118,64%,11,100,82,30,495,303,306,63,42,41,0
Yoane Wissa,45,10,15,17,10,0.22,2,6,2,0,0,48,19,40%,0,4,2,403,8.96,1,18,6%,3,10,1,0,16,11,24,58%,8,11,12,6,86,108,111,26,28,39,0
Callum Wright,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,202,13,111,55,13,0.06,0,1,12,0,3,204,57,28%,3,2,20,"13,917",68.9,18,323,25%,46,866,54,4,270,7,344,64%,63,184,290,175,"1,286",914,868,100,261,244,9
Yegor Yarmolyuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Ryan Yates,13,0,2,7,0,13,0,0,0,0,0,17,4,24%,0,1,1,358,27.54,1,3,3%,0,17,3,0,28,1,22,55%,5,5,29,23,72,74,54,2,23,13,0
Denis Zakaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jan Zamburek,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Zidane Iqbal,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Oleksandr Zinchenko,83,0,68,12,0,83,0,0,0,0,0,61,15,25%,0,0,8,"5,783",69.67,10,182,19%,5,150,2,1,55,6,147,61%,21,86,86,57,392,309,269,26,120,93,2
Hakim Ziyech,51,6,24,14,6,0.12,0,0,6,0,0,90,32,36%,2,2,6,"1,371",26.88,15,177,18%,10,54,6,0,44,9,40,58%,34,23,11,1,162,155,216,51,18,32,0
Martin Ødegaard,63,14,40,16,14,0.22,1,2,11,0,1,98,38,39%,2,5,8,"2,607",41.38,13,126,28%,26,77,6,0,40,4,70,44%,40,15,20,5,267,182,251,54,24,45,0
Brenden Aaronson,14,1,4,7,1,0.07,0,1,0,0,0,19,4,21%,2,1,2,400,28.57,5,42,26%,3,5,2,0,8,3,24,25%,5,1,5,1,68,77,106,19,6,17,0
Tyler Adams,13,0,4,6,0,13,0,0,0,0,0,2,0,2%,0,0,0,742,57.08,1,2,2%,1,23,2,1,25,0,52,54%,1,16,11,2,104,75,62,2,10,7,0
Marc Albrighton,307,19,117,110,19,0.06,2,15,2,0,1,246,81,33%,6,15,44,"6,780",22.08,70,"1,787",20%,36,415,37,1,182,23,491,72%,83,292,204,60,"1,437","1,128","1,346",336,84,233,0
Allan,52,0,20,23,0,52,0,0,0,0,0,14,5,36%,0,0,2,"2,013",38.71,0,14,29%,2,97,13,1,67,0,154,58%,4,42,59,23,378,273,299,52,16,26,1
Charlie Allen,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Dele Alli,194,51,103,53,51,0.26,9,32,10,3,0,337,134,40%,8,40,34,"6,211",32.02,48,92,14%,72,182,28,0,209,36,275,64%,87,146,124,71,864,937,"1,247",211,145,214,1
Miguel Almirón,125,17,44,46,17,0.14,0,3,14,0,0,177,60,34%,7,17,4,"2,860",22.88,9,138,21%,6,81,10,0,80,49,200,62%,64,86,53,18,575,513,494,133,28,71,1
Steven Alzate,43,1,10,18,1,0.02,0,1,0,0,0,21,6,29%,0,1,0,"1,272",29.58,1,11,36%,2,47,3,0,43,4,60,52%,10,32,28,19,160,157,162,49,20,37,0
André Gomes,88,1,34,36,1,0.01,0,1,0,0,0,54,12,22%,0,2,4,"3,203",36.4,4,57,26%,6,250,19,0,146,2,112,58%,17,38,41,23,479,366,545,108,83,67,0
Andreas Pereira,60,4,26,19,4,0.07,0,2,2,1,0,64,24,38%,0,2,8,"1,487",24.78,12,180,29%,3,66,13,0,59,6,44,59%,20,24,15,4,199,138,285,38,18,61,1
Frank Anguissa,58,0,8,35,0,58,0,0,0,0,0,55,14,25%,1,0,3,"2,459",42.4,4,15,33%,2,74,7,1,67,2,126,52%,19,90,43,25,339,393,359,138,85,70,0
Faustino Anjorin,1,0,1,0,0,1,0,0,0,0,0,1,0,1%,0,0,0,7,7,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,1,2,2,1,0,0,0
Keenan Appiah-Forson,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Billy Arce,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Joe Aribo,15,2,3,9,2,0.13,0,1,1,0,0,12,8,67%,0,1,0,306,20.4,2,6,6%,0,4,1,0,7,0,28,68%,4,5,10,9,58,74,78,13,23,31,0
Stuart Armstrong,131,15,42,60,15,0.11,1,10,4,0,0,183,55,30%,2,7,10,"3,431",26.19,9,137,23%,9,92,12,0,97,13,160,66%,59,58,70,32,495,464,575,151,48,85,0
Harry Arter,94,3,28,45,3,0.03,0,2,1,0,0,124,24,19%,5,2,5,"4,282",45.55,4,50,28%,16,326,32,1,91,2,221,73%,39,103,65,16,508,390,368,54,25,29,3
Arthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Miguel Azeez,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tiemoué Bakayoko,29,2,18,6,2,0.07,1,0,1,0,0,40,9,23%,1,3,2,"1,108",38.21,1,5,20%,0,44,3,1,50,2,64,64%,17,37,36,22,169,164,155,36,40,36,2
Lewis Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
James Balagizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kofi Balmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Scott Banks,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Shandon Baptiste,34,1,9,15,1,0.03,0,0,1,0,0,14,5,36%,0,0,0,476,14,2,13,31%,2,17,1,1,12,2,21,43%,6,16,18,11,94,76,77,23,10,24,0
Ross Barkley,232,29,102,71,29,0.12,4,17,8,2,2,458,134,29%,12,30,28,"8,533",36.78,39,390,24%,60,506,18,0,169,24,178,71%,159,82,114,88,842,"1,063","1,152",412,197,192,2
Harvey Barnes,125,28,54,46,28,0.22,0,19,9,0,0,256,104,41%,1,27,24,"2,625",21,18,152,12%,18,46,2,0,74,18,87,57%,74,26,26,11,350,438,575,153,95,147,0
Ryan Bartley,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lewis Bate,3,0,1,2,0,3,0,0,0,0,0,1,0,1%,0,0,0,61,20.33,0,0,0%,0,3,0,0,3,0,1,1%,0,1,1,1,8,3,19,1,0,2,0
Ben Woodburn,6,0,5,1,0,6,0,0,0,0,0,2,0,2%,0,0,0,40,6.67,0,5,20%,0,0,0,0,2,0,4,75%,2,0,0,0,6,7,12,1,1,3,0
Rodrigo Bentancur,31,4,19,9,4,0.13,0,3,1,0,0,26,9,35%,0,1,6,"1,691",54.55,6,25,28%,7,61,10,0,42,0,72,54%,7,38,46,25,192,155,136,32,33,28,0
Bernardo Silva,180,31,138,22,31,0.17,2,3,26,0,0,228,89,39%,6,25,33,"7,950",44.17,40,310,18%,21,258,20,0,119,15,220,58%,74,103,70,21,690,628,708,227,50,114,0
Mads Bidstrup,4,0,2,1,0,4,0,0,0,0,0,0,0,0%,0,0,0,13,3.25,0,0,0%,0,0,0,0,1,0,1,1%,0,1,2,1,3,1,5,0,0,0,0
Philip Billing,92,7,20,53,7,0.08,1,0,6,0,0,95,25,26%,3,2,2,"2,969",32.27,6,95,14%,3,144,19,0,100,8,203,61%,26,147,167,102,463,577,452,54,250,134,1
Yves Bissouma,126,3,40,50,3,0.02,0,3,0,0,0,115,18,16%,2,3,2,"4,612",36.6,4,24,17%,12,185,30,1,166,2,300,64%,30,176,162,90,693,664,534,169,99,88,1
Oscar Bobb,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Lamare Bogarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Mateusz Bogusz,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jamie Bowden,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Josh Bowler,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Robert Brady,160,10,45,81,10,0.06,0,3,7,2,1,170,46,27%,7,1,13,"3,619",22.62,25,767,26%,14,218,18,1,136,14,261,73%,59,144,238,115,652,653,647,140,154,131,3
Sammy Braybrooke,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
David Brooks,39,8,14,19,8,0.21,1,0,7,0,0,47,22,47%,3,8,5,"1,008",25.85,9,57,25%,16,25,4,0,19,2,43,72%,11,26,23,3,128,138,192,36,8,38,0
Bruno Fernandes,100,38,51,21,38,0.38,2,33,3,13,1,280,108,39%,9,22,26,"5,403",54.03,46,425,24%,53,341,23,0,104,16,159,53%,87,65,96,54,491,407,557,72,46,107,1
Bruno Guimarães,29,8,19,5,8,0.28,2,6,0,0,0,33,16,48%,0,2,3,"1,131",39,4,17,35%,13,83,5,0,30,4,75,49%,8,24,19,4,186,184,153,32,8,13,0
Bruno Jordão,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,6,6,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,0,0,0,0,0,0
Lewis Brunt,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,21,21,0,0,0%,0,1,0,0,0,0,0,0%,0,0,0,0,2,1,3,1,0,1,0
Emiliano Buendía,86,6,21,50,6,0.07,1,4,1,0,0,101,28,28%,1,4,13,"2,606",30.3,19,209,22%,41,141,7,1,65,6,143,46%,33,37,37,17,346,460,492,147,57,101,2
Nathan Butler-Oyedeji,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Maliq Cadogan,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Cafú,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,1,1,0,0,0,0,0,0
Moisés Caicedo,22,2,11,6,2,0.09,0,2,0,0,0,21,8,38%,1,0,1,"1,029",46.77,1,9,44%,7,40,6,0,37,1,59,49%,9,29,15,5,138,127,91,11,25,13,0
Jake Cain,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tom Cairney,67,3,13,40,3,0.04,0,0,3,0,0,53,12,23%,2,0,2,"2,661",39.72,7,107,26%,11,154,3,0,26,1,72,56%,19,33,23,5,277,250,177,75,26,29,0
Todd Cantwell,45,6,6,33,6,0.13,0,5,1,0,0,47,16,34%,0,3,2,"1,216",27.02,1,27,4%,7,35,8,0,37,5,66,67%,14,21,30,6,170,217,226,54,23,43,1
Cesare Casadei,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Casemiro,11,1,7,2,1,0.09,1,0,0,0,0,9,3,33%,0,1,1,493,44.82,2,9,22%,2,36,2,0,20,0,35,46%,2,13,21,16,58,70,48,3,23,11,0
Kgaogelo Chauke,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Daniel Chesters,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Tahith Chong,5,0,3,1,0,5,0,0,0,0,0,3,1,33%,0,1,0,29,5.8,0,0,0%,0,0,0,0,2,0,0,0%,1,0,1,0,2,5,7,2,0,2,0
Hamza Choudhury,53,1,23,17,1,0.02,0,1,0,0,0,18,5,28%,0,2,2,"1,284",24.23,2,9,11%,1,54,5,1,34,0,67,49%,7,63,45,15,145,128,120,7,33,20,1
Ryan Christie,13,1,4,5,1,0.08,0,0,1,0,0,14,4,29%,1,0,0,222,17.08,0,2,50%,2,5,1,0,16,0,17,76%,5,8,8,5,51,54,67,14,4,10,0
Carney Chukwuemeka,17,0,7,4,0,17,0,0,0,0,0,6,2,33%,1,1,1,150,8.82,1,0,0%,0,4,0,0,5,0,9,33%,3,2,3,1,19,34,34,6,8,14,0
Catalin Cirjan,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Bobby Clark,1,0,1,0,0,1,0,0,0,0,0,0,0,0%,0,0,0,1,1,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,2,0,0,0,0
Leighton Clarkson,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Jack Colback,183,9,50,86,9,0.05,0,1,8,0,0,89,27,30%,4,2,10,"5,959",32.56,10,263,22%,9,342,37,1,220,3,415,78%,19,313,238,73,852,826,702,56,96,140,1
Lewis Cook,90,0,27,41,0,90,0,0,0,0,0,39,6,15%,0,0,6,"3,104",34.49,3,77,30%,13,216,15,0,80,1,142,56%,18,81,60,21,498,314,394,90,37,69,1
Dominic Corness,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Conor Coventry,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Brandon Cover,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Amario Cozier-Duberry,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Michael Craig,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Luke Cundle,4,0,2,2,0,4,0,0,0,0,0,0,0,0%,0,0,0,103,25.75,1,2,2%,2,6,0,0,3,0,4,75%,0,1,1,0,12,5,7,0,0,2,0
Mikkel Damsgaard,9,0,1,3,0,9,0,0,0,0,0,3,3,100%,0,1,0,108,12,2,9,33%,1,3,2,0,5,0,8,88%,0,2,3,0,23,16,22,3,1,6,0
Daniel Podence,74,8,30,28,8,0.11,1,4,3,0,0,101,42,42%,2,4,5,"1,613",21.8,14,109,25%,19,85,8,0,42,11,47,64%,34,28,7,3,222,229,293,90,14,45,0
Josh Dasilva,24,2,6,9,2,0.08,0,1,1,0,0,10,4,40%,0,0,1,397,16.54,3,18,22%,1,11,1,1,9,0,14,43%,4,3,9,4,52,52,43,18,8,4,0
Tom Davies,143,6,61,45,6,0.04,1,3,2,0,0,78,17,22%,3,4,5,"3,799",26.57,7,48,23%,12,178,28,0,148,10,174,60%,31,137,97,50,539,529,590,96,91,145,1
Lucas De Bolle,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kevin De Bruyne,224,60,156,30,60,0.27,0,41,19,4,4,555,198,36%,29,23,95,"11,561",51.61,146,"1,542",25%,177,610,17,0,181,23,290,64%,159,106,86,50,"1,029",887,"1,050",309,85,141,1
Fabian Delph,204,7,82,81,7,0.03,0,1,6,0,0,147,36,24%,5,3,8,"9,380",45.98,7,203,26%,15,544,32,3,151,1,418,71%,38,301,230,60,"1,094","1,040",741,271,135,169,5
Siriki Dembélé,1,0,0,1,0,1,0,0,0,0,0,0,0,0%,0,0,0,2,2,0,0,0%,0,0,0,0,0,0,1,1%,0,1,0,0,0,2,3,1,0,1,0
Leander Dendoncker,132,9,54,45,9,0.07,2,4,3,0,0,95,35,37%,5,16,2,"4,153",31.46,4,31,26%,1,153,14,0,87,5,231,47%,15,111,181,116,522,580,516,42,271,242,1
Alfie Devine,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Kiernan Dewsbury-Hall,43,2,16,17,2,0.05,0,0,2,0,0,32,5,16%,0,2,4,"1,716",39.91,6,115,10%,8,62,5,0,33,0,56,61%,13,34,32,16,225,167,183,42,26,30,0
Tyler Dibling,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Diego Rosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Elijah Dixon-Bonner,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0
Moussa Djenepo,67,3,20,35,3,0.04,0,2,1,0,0,47,12,26%,1,5,3,932,13.91,3,45,22%,2,18,12,1,67,6,104,58%,10,31,32,15,190,311,317,96,20,64,0
Cheick Oumar Doucouré,12,0,4,4,0,12,0,0,0,0,0,10,3,30%,1,0,1,484,40.33,2,1,100%,1,22,5,0,12,0,25,76%,2,20,12,4,65,41,41,3,8,7,0
Douglas Luiz,117,6,38,57,6,0.05,0,3,3,0,0,95,31,33%,1,3,9,"4,584",39.18,10,167,22%,12,278,24,2,164,0,179,54%,34,129,114,47,669,511,523,85,111,120,2
