Player name,Appearances,Goals,Wins,Losses,Goals.1,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed clearances,Recoveries,Duels won,Duels lost,Succesful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal
Amad Diallo,3,0,1,1,0,0.0,0,0,0,0,0,1,1,100%,0,0,1,63,21.00,1,0,0,0.0,2,0.0,3.0,0,0,1.0,0,,,,,,,,,,,
Luis Díaz,21,7,13,2,7,0.33,3,3,1,0,0,54,20,37%,2,5,5,686,32.67,4,21,2,0.0,26,5.0,19.0,18,6,2.0,1,,,,,,,,,,,
Tyler Dibling,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Diego Carlos,2,0,1,1,0,3.0,1,0%,0,1,1,2,2,0,14,4,5,0,3,3,0,0,0.0,125,62.5,0.0,1,0%,0.0,6,0.0,0.0,1.0,0.0,0,0,0,0.0,0.0,,
Diego Costa,95,52,57,22,52,0.55,5,34,13,1,0,271,113,42%,7,31,16,"2,613",27.51,14,46,26,1.0,126,92.0,52.0,69,19,88.0,62,,,,,,,,,,,
Diego Rosa,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Eric Dier,252,12,143,58,81,250.0,337,71%,2,43,324,827,493,1,"1,046","1,077",879,57,595,427,1,7,8.0,"14,652",58.14,16.0,136,19%,22.0,949,38.0,0.0,197.0,7.0,12,6,5,1.0,5.0,,
Lucas Digne,139,5,52,55,36,183.0,274,62%,1,42,182,342,176,1,713,819,594,66,361,186,4,0,22.0,"5,611",40.37,35.0,974,26%,3.0,206,21.0,2.0,157.0,14.0,5,0,0,5.0,8.0,,
Diogo Dalot,57,0,27,18,11,67.0,109,72%,0,11,61,113,61,3,291,232,159,37,77,34,0,0,3.0,"2,035",35.7,6.0,135,30%,4.0,119,12.0,0.0,46.0,3.0,0,0,0,0.0,2.0,,
Diogo Jota,125,40,64,25,40,0.32,7,18,15,0,0,266,110,41%,6,43,11,"2,816",22.53,23,116,21,0.0,153,17.0,117.0,59,35,30.0,20,,,,,,,,,,,
Issa Diop,104,7,40,42,17,148.0,133,61%,1,3,143,437,229,2,459,399,257,16,209,132,2,2,2.0,"3,610",34.71,4.0,1,0%,2.0,161,16.0,0.0,64.0,6.0,7,5,1,0.0,0.0,,
Elijah Dixon-Bonner,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Moussa Djenepo,67,3,20,35,3,0.04,0,2,1,0,0,47,12,26%,1,5,3,932,13.91,3,45,22%,2.0,18,12.0,1.0,67,6,104.0,58%,10.0,31.0,32.0,15.0,190,311,317,96.0,20.0,64.0,0.0
Ben Doak,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Lewis Dobbin,3,0,1,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,8,2.67,0,0,1,0.0,1,0.0,2.0,0,0,0.0,0,,,,,,,,,,,
Matt Doherty,115,10,55,33,25,101.0,180,58%,1,24,144,193,139,1,455,651,510,62,350,241,1,0,14.0,"4,191",36.44,15.0,164,21%,8.0,142,8.0,1.0,94.0,6.0,10,4,2,4.0,2.0,,
Aaron Donnelly,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Cheick Oumar Doucouré,12,0,4,4,0,0.0,0,0,0,0,0,10,3,30%,1,0,1,484,40.33,2,1,100%,1.0,22,5.0,0.0,12,0,25.0,76%,2.0,20.0,12.0,4.0,65,41,41,3.0,8.0,7.0,0.0
Douglas Luiz,117,6,38,57,6,0.05,0,3,3,0,0,95,31,33%,1,3,9,"4,584",39.18,10,167,22%,12.0,278,24.0,2.0,164,0,179.0,54%,34.0,129.0,114.0,47.0,669,511,523,85.0,111.0,120.0,2.0
Flynn Downes,6,0,2,4,0,0.0,0,0,0,0,0,2,0,0%,0,0,0,100,16.67,0,2,0%,0.0,0,0.0,0.0,2,0,3.0,67%,2.0,1.0,1.0,1.0,13,10,10,0.0,3.0,3.0,0.0
Tommy Doyle,1,0,1,0,0,0.0,0,0,0,0,0,1,1,100%,0,0,0,20,20.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0
Cody Drameh,4,0,1,3,0,9.0,9,67%,0,0,2,4,0,0,8,14,10,3,2,1,0,0,0.0,86,21.5,0.0,3,33%,0.0,3,1.0,0.0,3.0,0.0,0,0,0,0.0,0.0,,
Martin Dúbravka,127,37,47,50,379,1.0,52,101,20,45,446,"1,114",37,171,9,0,2,0,0,0,0,"3,442",27.1,950,,,,,,,,,,,,,,,,,
Shane Duffy,118,7,32,47,22,148.0,100,60%,1,14,130,739,517,9,436,683,336,15,526,221,0,1,2.0,"4,400",37.29,2.0,7,71%,0.0,355,21.0,1.0,84.0,12.0,7,4,2,1.0,3.0,,
Paul Dummett,146,3,50,60,30,172.0,239,72%,1,10,196,682,390,1,436,667,402,24,349,232,2,2,0.0,"4,384",30.03,4.0,215,20%,1.0,262,16.0,1.0,70.0,1.0,3,1,0,2.0,1.0,,
Lewis Dunk,186,12,51,76,"
      51
  ",248.0,199,"
        56%
  ",4,29,"
      247
  ","
      799
  ","
      442
  ","
      7
  ","
      1,196
  ","
      820
  ","
      517
  ","
      26
  ","
      518
  ",286,"
      6
  ","
      2
  ",5.0,"
      10,365
  ",55.73,5.0,"
      15
  ","
        20%
  ",6.0,"
      878
  ",28.0,4.0,118.0,4.0,"
      12
  ","
      8
  ","
      4
  ",0.0,2.0,,
Malcolm Ebiowei,3,0,0,3,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,7,2.33,0,3,0%,0.0,1,0.0,0.0,0,0,1.0,100%,0.0,0.0,0.0,0.0,0,4,4,2.0,0.0,0.0,0.0
Ederson,196,97,149,25,335,3.0,47,86,24,118,922,842,97,145,6,0,12,1,6,0,3,"5,127",26.16,765,,,,,,,,,,,,,,,,,
Odsonne Édouard,41,9,13,13,9,0.22,1,4,4,1,0,57,26,46%,3,7,5,596,14.54,3,9,7,0.0,39,8.0,27.0,13,2,27.0,19,,,,,,,,,,,
Samuel Edozie,8,0,0,6,0,0.0,0,0,0,0,0,2,2,100%,0,1,0,53,6.63,0,2,0,0.0,0,0.0,2.0,0,2,2.0,1,,,,,,,,,,,
Khayon Edwards,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Pierre Ekwah,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Anwar El Ghazi,73,15,21,38,15,0.21,0,14,1,6,0,124,53,43%,5,11,5,"1,114",15.26,6,208,7,0.0,46,19.0,41.0,27,20,24.0,13,,,,,,,,,,,
Anthony Elanga,33,3,15,11,3,0.09,2,1,0,0,0,30,11,37%,1,5,3,571,17.30,5,28,0,0.0,11,7.0,32.0,5,11,9.0,6,,,,,,,,,,,
Harvey Elliott,24,1,13,6,1,0.04,0,0,1,0,0,30,8,27%,0,0,1,762,31.75,5,31,19%,5.0,23,0.0,0.0,8,1,13.0,38%,12.0,8.0,6.0,3.0,96,53,68,15.0,3.0,10.0,0.0
Mohamed Elyounoussi,60,4,12,31,4,0.07,1,0,3,0,0,84,31,37%,3,13,3,"1,102",18.37,5,97,22%,12.0,30,6.0,0.0,56,5,74.0,55%,23.0,27.0,50.0,23.0,198,222,288,47.0,62.0,81.0,0.0
Emerson,40,0,17,16,4,39.0,49,59%,0,7,31,39,22,0,125,138,91,27,34,23,0,0,1.0,"1,455",36.38,3.0,104,18%,2.0,41,4.0,0.0,21.0,2.0,0,0,0,0.0,1.0,,
Emerson Royal,43,1,24,12,7,41.0,96,61%,0,6,31,101,55,0,208,225,178,25,45,58,0,0,2.0,"1,580",36.74,1.0,108,20%,1.0,36,6.0,1.0,39.0,2.0,1,0,1,0.0,0.0,,
Julio Enciso,2,0,1,1,0,0.0,0,0,0,0,0,4,3,75%,0,0,0,14,7.00,0,0,1,0.0,3,0.0,1.0,1,0,0.0,0,,,,,,,,,,,
Christian Eriksen,250,53,140,63,53,0.21,1,29,22,0,8,625,231,37%,18,23,70,"12,906",51.62,81,"1,351",23%,123.0,640,19.0,0.0,109,9,299.0,70%,210.0,171.0,139.0,53.0,"1,340",731,"1,105",190.0,116.0,201.0,1.0
Pervis Estupiñán,11,0,5,5,0,13.0,15,53%,0,2,13,11,7,0,36,34,37,1,12,9,0,0,0.0,325,29.55,2.0,24,38%,1.0,8,3.0,0.0,11.0,2.0,0,0,0,0.0,0.0,,
Jonny Evans,352,14,169,106,94,375.0,516,70%,3,22,667,"2,029",881,4,"1,927","1,673",951,96,802,465,6,5,12.0,"16,767",47.63,8.0,62,32%,11.0,"1,214",54.0,3.0,279.0,4.0,14,9,5,0.0,3.0,,
Oliver Ewing,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Eberechi Eze,61,7,20,27,7,0.11,1,4,2,0,1,74,21,28%,2,2,10,"1,844",30.23,11,154,29%,4.0,56,4.0,0.0,29,2,52.0,58%,24.0,32.0,10.0,4.0,300,291,259,105.0,24.0,57.0,1.0
Lukasz Fabianski,331,84,128,134,"1,068",11.0,181,414,124,136,"1,657","2,642",84,454,18,0,8,1,8,0,2,"8,297",25.07,"2,445",,,,,,,,,,,,,,,,,
Fabinho,129,8,87,16,8,0.06,2,6,0,2,0,65,21,32%,0,4,6,"7,568",58.67,7,29,28%,12.0,349,27.0,0.0,145,0,252.0,53%,18.0,160.0,143.0,65.0,754,608,527,38.0,207.0,155.0,0.0
Fábio Carvalho,15,3,5,5,3,0.2,0,3,0,0,0,20,9,45%,0,2,0,216,14.40,1,6,17%,0.0,2,0.0,0.0,9,0,17.0,82%,4.0,6.0,0.0,0.0,30,40,57,10.0,5.0,13.0,0.0
Fábio Silva,54,4,19,28,4,0.07,0,3,1,1,0,67,23,34%,2,8,3,459,8.50,2,7,2,0.0,33,9.0,9.0,21,5,6.0,4,,,,,,,,,,,
Fábio Vieira,8,1,6,1,1,0.13,0,0,1,0,0,7,2,29%,0,0,1,115,14.38,1,8,25%,0.0,2,0.0,0.0,3,0,4.0,50%,3.0,3.0,0.0,0.0,18,9,15,3.0,1.0,1.0,0.0
Fabri,2,0,0,2,16,0.0,0,1,1,3,14,14,0,5,1,0,0,0,0,0,0,47,23.5,16,,,,,,,,,,,,,,,,,
Wout Faes,9,0,5,3,6,9.0,25,48%,0,0,9,31,11,0,49,48,30,1,18,13,0,0,0.0,633,70.33,0.0,0,0%,1.0,23,1.0,0.0,10.0,0.0,0,0,0,0.0,0.0,,
Malachi Fagan-Walcott,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Josh Feeney,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Evan Ferguson,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,5,5.00,0,1,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Álvaro Fernández,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Fernandinho,264,20,187,40,20,0.08,2,16,2,0,0,248,70,28%,4,14,19,"16,566",62.75,29,77,22%,82.0,728,53.0,4.0,359,4,599.0,68%,57.0,383.0,442.0,285.0,"1,470","1,476","1,315",203.0,476.0,371.0,0.0
Billy Fewster,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Ryan Finnigan,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Junior Firpo,26,0,5,15,1,51.0,65,49%,0,2,25,33,16,1,96,126,119,16,30,22,1,0,2.0,832,32.0,3.0,26,23%,0.0,22,11.0,0.0,43.0,1.0,0,0,0,0.0,0.0,,
William Fish,1,0,1,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Ethan Fitzhugh,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Marcelo Flores,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Shane Flynn,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Phil Foden,111,31,87,13,31,0.28,1,8,22,0,0,177,77,44%,7,17,16,"3,005",27.07,22,296,27%,18.0,59,2.0,0.0,48,18,70.0,59%,46.0,35.0,20.0,11.0,259,323,345,121.0,42.0,99.0,0.0
Wesley Fofana,39,0,18,12,7,45.0,70,69%,1,2,87,125,73,0,247,248,168,19,121,80,0,0,0.0,"2,544",65.23,0.0,2,0%,1.0,94,10.0,0.0,46.0,3.0,0,0,0,0.0,2.0,,
Michael Forbes,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Tyrese Fornah,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Pablo Fornals,119,14,46,50,14,0.12,0,9,5,0,0,141,43,30%,6,12,12,"3,576",30.05,18,227,16%,20.0,163,10.0,0.0,76,21,157.0,57%,42.0,97.0,35.0,13.0,568,358,555,75.0,61.0,131.0,0.0
Adam Forshaw,60,0,13,28,0,0.0,0,0,0,0,0,42,10,24%,0,2,2,"2,200",36.67,3,59,19%,14.0,153,9.0,0.0,59,3,115.0,57%,13.0,55.0,35.0,14.0,299,226,260,35.0,28.0,52.0,1.0
Marcus Forss,7,0,2,5,0,0.0,0,0,0,0,0,5,0,0%,0,0,1,36,5.14,1,1,0,0.0,3,0.0,3.0,3,1,0.0,0,,,,,,,,,,,
Fraser Forster,134,42,54,50,347,3.0,50,102,26,41,394,"1,006",42,165,8,0,5,0,1,0,0,"3,288",24.54,930,,,,,,,,,,,,,,,,,
Marlon Fossey,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Tariqe Fosu-Henry,1,0,0,1,0,0.0,0,0,0,0,0,1,1,100%,0,0,0,6,6.00,0,1,100%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,1.0,0.0
Chris Francis,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Tyrese Francois,2,0,0,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,15,7.50,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,1.0,0.0,1,0,2,0.0,0.0,1.0,0.0
Ryan Fraser,173,18,48,80,18,0.1,0,14,4,0,1,175,76,43%,2,9,31,"4,203",24.29,48,909,24%,17.0,109,11.0,1.0,58,17,73.0,59%,52.0,81.0,95.0,41.0,517,449,456,71.0,42.0,142.0,0.0
Melkamu Frauendorf,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Fred,115,7,58,27,7,0.06,0,2,5,0,0,111,31,28%,4,5,5,"5,837",50.76,14,91,23%,25.0,338,22.0,0.0,152,3,242.0,50%,31.0,139.0,78.0,19.0,803,493,575,96.0,37.0,64.0,1.0
Freddie Woodman,4,0,0,3,10,1.0,0,3,0,0,11,39,0,12,1,0,0,0,0,0,0,107,26.75,24,,,,,,,,,,,,,,,,,
Ryan Fredericks,71,2,22,33,10,79.0,132,66%,1,6,52,146,77,2,216,270,222,27,71,73,0,1,4.0,"1,788",25.18,5.0,124,23%,1.0,51,16.0,0.0,51.0,2.0,2,0,2,0.0,0.0,,
Tyler Fredricson,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Remo Freuler,11,0,2,6,0,0.0,0,0,0,0,0,3,1,33%,0,0,0,358,32.55,0,3,33%,0.0,13,2.0,0.0,11,0,18.0,50%,1.0,12.0,16.0,6.0,42,35,30,3.0,8.0,7.0,0.0
James Furlong,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Gabriel Jesus,173,63,133,20,63,0.36,12,33,18,3,0,393,180,46%,11,81,34,"3,657",21.14,33,56,19,0.0,156,91.0,109.0,93,62,35.0,25,,,,,,,,,,,
Gabriel Magalhães,72,9,45,20,25,72.0,94,62%,6,13,51,233,132,1,362,323,188,9,142,103,0,3,0.0,"4,463",61.99,1.0,5,20%,4.0,173,10.0,2.0,51.0,1.0,9,4,1,3.0,1.0,,
Gabriel Martinelli,71,16,39,18,16,0.23,2,11,3,1,0,117,43,37%,5,14,9,"1,169",16.46,13,171,14%,9.0,41,3.0,1.0,63,18,66.0,64%,26.0,38.0,26.0,16.0,188,251,385,95.0,38.0,118.0,0.0
Conor Gallagher,76,11,19,30,11,0.14,0,10,1,0,0,89,33,37%,3,5,6,"2,191",28.83,9,218,25%,3.0,97,22.0,1.0,118,2,168.0,55%,22.0,64.0,57.0,24.0,408,430,468,75.0,52.0,83.0,0.0
Alejandro Garnacho,5,1,1,3,1,0.2,0,0,1,0,0,2,2,100%,0,0,0,33,6.60,0,1,0%,0.0,0,1.0,0.0,2,0,2.0,50%,0.0,0.0,0.0,0.0,2,2,9,0.0,0.0,0.0,0.0
James Garner,8,0,3,4,0,0.0,0,0,0,0,0,2,1,50%,0,0,0,88,11.00,0,6,0%,0.0,2,1.0,0.0,4,1,6.0,83%,1.0,4.0,2.0,0.0,15,9,12,0.0,2.0,2.0,0.0
Dwight Gayle,145,26,35,75,26,0.18,3,16,7,2,2,178,66,37%,5,28,7,"1,325",9.14,7,69,9,1.0,85,37.0,64.0,44,28,43.0,26,,,,,,,,,,,
Paulo Gazzaniga,43,6,13,20,127,1.0,18,36,17,31,162,359,6,61,7,0,1,0,1,0,0,982,22.84,221,,,,,,,,,,,,,,,,,
Jean-Philippe Gbamin,6,0,1,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,101,16.83,0,0,0%,0.0,2,0.0,0.0,2,0,6.0,67%,0.0,2.0,6.0,4.0,14,17,17,4.0,4.0,2.0,0.0
Joe Gelhardt,31,2,6,20,2,0.06,0,1,1,0,0,31,12,39%,0,4,3,211,6.81,5,4,5,0.0,23,5.0,7.0,11,0,7.0,3,,,,,,,,,,,
Brooklyn Genesini,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Saman Ghoddos,23,1,4,11,1,0.04,0,1,0,0,0,8,3,38%,0,1,1,209,9.09,3,22,2,0.0,12,0.0,17.0,5,3,11.0,6,,,,,,,,,,,
Morgan Gibbs-White,61,3,17,30,3,0.05,0,3,0,0,0,45,12,27%,1,7,3,"1,053",17.26,5,97,25%,13.0,45,5.0,0.0,29,3,26.0,65%,12.0,14.0,6.0,2.0,143,129,182,35.0,40.0,66.0,0.0
Lewis Gibson,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Alexander Gibson-Hammond,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Tarik Gidaree,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Bryan Gil,10,0,5,4,0,0.0,0,0,0,0,0,1,1,100%,0,0,0,63,6.30,0,6,0,0.0,1,0.0,4.0,0,0,0.0,0,,,,,,,,,,,
Alex Gilbert,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Ryan Giles,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Mark Gillespie,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Billy Gilmour,39,0,10,23,0,0.0,0,0,0,0,0,20,3,15%,0,0,1,"1,568",40.21,1,101,34%,3.0,98,2.0,0.0,33,1,50.0,50%,10.0,23.0,33.0,11.0,150,109,133,18.0,17.0,28.0,0.0
Ryan Glover,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Wilfried Gnonto,3,0,2,1,0,0.0,0,0,0,0,0,0,0,0%,0,0,1,27,9.00,1,4,0,0.0,1,0.0,4.0,0,0,2.0,1,,,,,,,,,,,
Ben Godfrey,85,0,23,47,17,136.0,125,64%,1,9,73,349,185,1,392,348,223,26,160,119,2,2,2.0,"3,589",42.22,2.0,21,33%,2.0,154,13.0,1.0,47.0,4.0,0,0,0,0.0,2.0,,
Martial Godo,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,,,,,,,,,,,
Pierluigi Gollini,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Claudio Gomes,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Joe Gomez,99,0,67,11,37,71.0,144,73%,1,5,120,226,104,0,532,435,330,49,199,156,0,1,4.0,"5,965",60.25,3.0,89,22%,2.0,292,19.0,0.0,77.0,1.0,0,0,0,0.0,0.0,,
Gonçalo Guedes,12,1,1,7,1,0.08,0,1,0,0,0,19,6,32%,0,0,1,169,14.08,1,27,1,0.0,10,5.0,7.0,6,1,2.0,0,,,,,,,,,,,
Charlie Goode,6,0,2,2,1,6.0,7,71%,0,0,2,8,2,0,30,34,16,5,15,8,0,0,0.0,230,38.33,1.0,6,33%,0.0,16,3.0,0.0,5.0,0.0,0,0,0,0.0,0.0,,
Owen Goodman,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,
Lewis Gordon,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Lewis Grabban,24,1,6,13,1,0.04,0,1,0,0,0,20,10,50%,0,2,1,328,13.67,0,14,2,0.0,9,6.0,12.0,3,2,1.0,1,,,,,,,,,,,
Lee Grant,31,9,10,12,99,0.0,21,24,16,21,114,301,9,41,0,0,1,0,0,0,0,959,30.94,365,,,,,,,,,,,,,,,,,
Demarai Gray,182,16,66,76,16,0.09,0,11,4,0,0,233,75,32%,3,10,13,"2,924",16.07,22,491,11,0.0,56,23.0,120.0,84,60,63.0,16,,,,,,,,,,,
Jack Grealish,130,19,55,53,19,0.15,1,13,5,0,0,204,69,34%,4,17,19,"4,259",32.76,33,322,22%,6.0,151,18.0,0.0,107,19,99.0,65%,76.0,66.0,27.0,11.0,512,811,571,237.0,74.0,100.0,1.0
Ben Greenwood,0,0,0,0,0,0.0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0%,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,,
Harvey Griffiths,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0.0,0,0.0,0.0,0,0,0.0,0%,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0
Pascal Groß,169,22,43,68,22,0.13,2,16,4,5,1,170,63,37%,3,9,29,"5,975",35.36,53,"1,020",30%,31.0,340,13.0,0.0,109,37,194.0,52%,55.0,82.0,88.0,32.0,608,399,637,42.0,88.0,205.0,0.0
Vicente Guaita,136,39,46,54,402,1.0,82,77,31,47,675,"1,095",39,180,3,1,8,0,3,0,0,"3,480",25.59,815,,,,,,,,,,,,,,,,,
